No.,Symbol,Company Name,Market Cap,Stock Price,% Change,Revenue,Asset Turnover,Ent. Value,PE Ratio,Div. Yield,Div. Growth,Op. Income,Net Income,EPS,EPS Growth,EBIT,EBITDA,Operating CF,Investing CF,Financing CF,Net CF,Income Tax,FCF Growth,Total Debt,Debt Growth (YoY),Assets,Liabilities,PB Ratio,EV/EBITDA,Beta (1Y),ATR,Short Ratio,Net WC
252,HWM,Howmet Aerospace Inc.,34809846240,85.28,0.66%,6861000000,0.67,37968846240,41.40,0.23%,35.71%,1287000000,860000000,2.06,77.59%,1268000000,1538000000,1055000000,-226000000,-832000000,-4000000,198000000,61.66%,3692000000,-7.42%,10410000000,6324000000,8.52,24.69,1.25,1.73,2.37,1315000000
253,NDAQ,"Nasdaq, Inc.",34707286600,60.20,-3.26%,6205000000,0.22,44527286600,32.02,1.60%,9.76%,1576000000,992000000,1.88,-18.61%,1675000000,2084000000,1661000000,-6093000000,2958000000,-1612000000,328000000,-0.33%,10402000000,87.39%,30267000000,19448000000,3.21,21.37,0.94,1.10,1.69,-430000000
254,DD,"DuPont de Nemours, Inc.",34322157360,82.09,1.20%,11981000000,0.31,39751157360,97.73,1.78%,8.15%,764000000,355000000,0.84,-92.60%,724000000,1885000000,2037000000,196000000,-3467000000,-1289000000,-28000000,1737.97%,7776000000,-4.08%,37717000000,13705000000,1.46,21.09,1.28,1.46,1.97,1688000000
255,FICO,Fair Isaac Corporation,34227808917,1385.13,0.04%,1604289000,0.99,36156351917,72.67,,,688930000,481046000,19.06,27.07%,700680000,727069000,479826000,-16107000,-464978000,-2104000,120530000,6.40%,2064210000,5.67%,1703117000,2438777000,,49.73,1.24,38.47,3.31,205685000
256,XYL,Xylem Inc.,34029860920,140.36,-2.70%,7949000000,0.50,35352860920,48.91,1.03%,9.52%,730000000,663000000,2.87,40.00%,759000000,1269000000,945000000,-642000000,-176000000,110000000,42000000,43.71%,2270000000,20.68%,15924000000,5721000000,3.34,27.86,1.08,2.30,3.41,900000000
257,CSGP,"CoStar Group, Inc.",33998554920,83.26,-3.11%,2527034000,0.28,30156854920,114.05,,,167279000,294269000,0.73,-19.78%,226398000,373102000,505884000,-599270000,-10300000,-104076000,102181000,-99.40%,1109900000,1.11%,9034500000,1691900000,4.63,80.83,0.84,2.09,4.32,-265200000
258,IT,"Gartner, Inc.",33745978350,434.70,-0.99%,5971013000,0.79,35458236350,43.25,,,1102822000,797228000,10.05,-13.14%,1150009000,1412379000,1179894000,-108114000,-707270000,364510000,228181000,9.00%,2948059000,-2.92%,7709810000,6991636000,46.99,25.11,1.32,9.19,2.77,-1549820000
259,VMC,Vulcan Materials Company,33589362960,253.98,-2.03%,7678700000,0.54,37128662960,37.08,0.72%,7.23%,1441300000,915200000,6.85,51.55%,1413200000,2085900000,1488900000,-265600000,-1063200000,160100000,311700000,29.16%,3839400000,-13.20%,13910900000,6394300000,4.48,17.80,0.83,5.18,3.11,911800000
260,LVS,Las Vegas Sands Corp.,33325952310,44.73,-0.33%,11211000000,0.51,42202952310,21.50,1.79%,,2668000000,1568000000,2.08,,2661000000,3915000000,3500000000,-1272000000,-3791000000,-1576000000,311000000,,13957000000,-12.71%,21245000000,17220000000,8.43,10.78,1.18,1.00,1.47,-1748000000
261,CTSH,Cognizant Technology Solutions Corporation,33242725140,66.86,-2.14%,19301000000,1.06,32276725140,16.03,1.80%,5.36%,2682000000,2092000000,4.17,-6.92%,2824000000,3380000000,1696000000,-354000000,-1563000000,-227000000,689000000,-47.86%,1277000000,-15.26%,18408000000,4918000000,2.46,9.55,1.08,1.20,4.13,2007000000
262,DAL,"Delta Air Lines, Inc.",32446337640,50.28,-3.01%,59037000000,0.80,54289337640,6.45,0.80%,200.00%,6411000000,5009000000,7.79,163.18%,7046000000,9387000000,6637000000,-2685000000,-3002000000,950000000,1226000000,-8.64%,26309000000,-11.00%,74969000000,63818000000,2.91,5.78,1.39,1.11,2.10,-17814000000
263,HPQ,HP Inc.,32426860340,33.14,1.19%,53111000000,1.46,39669860340,9.69,3.33%,4.99%,3663000000,3428000000,3.42,36.80%,3663000000,4509000000,3708000000,-383000000,-2677000000,648000000,-245000000,49.53%,9660000000,-10.21%,35846000000,37486000000,,8.80,1.07,0.60,3.39,-9057000000
264,BKR,Baker Hughes Company,32345115180,32.41,0.12%,26209000000,0.71,35634115180,18.11,2.59%,9.33%,2532000000,1823000000,1.79,,2700000000,3801000000,3385000000,-857000000,-2205000000,302000000,684000000,65.80%,6006000000,-9.81%,37141000000,21591000000,2.10,9.37,1.43,0.67,3.55,671000000
265,HAL,Halliburton Company,32331192520,36.52,1.14%,23145000000,0.95,39227192520,12.68,1.86%,17.86%,4093000000,2593000000,2.88,33.33%,3706000000,4726000000,3823000000,-1745000000,-1844000000,12000000,705000000,71.31%,8787000000,-2.02%,24654000000,14972000000,3.36,8.30,2.02,0.83,4.27,4420000000
266,ED,"Consolidated Edison, Inc.",32235280350,93.21,-1.29%,14540000000,0.22,57090280350,17.86,3.56%,2.50%,2468000000,1806000000,5.22,-25.64%,3283000000,5354000000,2637000000,-4965000000,1729000000,-599000000,428000000,,25024000000,12.28%,66680000000,45065000000,1.49,10.66,0.34,1.47,3.39,2418000000
267,LYB,LyondellBasell Industries N.V.,32142147620,98.71,0.17%,40785000000,1.11,42385147620,15.26,5.43%,5.60%,3044000000,2113000000,6.47,-29.98%,3064000000,4567000000,4346000000,-1916000000,-1885000000,527000000,456000000,-18.74%,12574000000,-2.40%,36624000000,23631000000,2.48,9.28,1.19,1.63,1.99,4628000000
268,BIIB,Biogen Inc.,31846431810,218.73,0.42%,9663100000,0.36,37718631810,27.31,,,1323300000,1166600000,8.01,-62.83%,1322600000,1852600000,1645100000,-3214000000,-246900000,-1815800000,156000000,-35.89%,6946600000,5.10%,26567600000,11354600000,2.09,20.36,-0.01,5.33,2.60,2709000000
269,ON,ON Semiconductor Corporation,31686586800,73.65,1.50%,8156000000,0.62,32432686800,15.03,,,2499000000,2175900000,4.90,19.51%,2590000000,3209400000,2067300000,-1411200000,-753900000,-99900000,351000000,-54.18%,3360500000,-3.98%,13482900000,5340300000,3.90,10.11,1.78,2.58,2.64,2190600000
270,DG,Dollar General Corporation,31252593170,142.27,-2.04%,38691609000,1.27,48806076170,18.84,1.66%,5.36%,2446300000,1661274000,7.55,-29.31%,2446300000,3295093000,2391798000,-1694023000,-542068000,155707000,458245000,62.57%,18090766000,2.43%,30795591000,24046472000,4.63,14.81,0.44,4.39,3.23,2903468000
271,GRMN,Garmin Ltd.,31193467200,162.40,-0.86%,5462476000,0.66,29102965200,22.94,1.85%,2.74%,1193588000,1363270000,7.08,41.88%,1305624000,1484606000,1532360000,-361948000,-600419000,560153000,-57646000,107.54%,105859000,-4.96%,8633880000,1387783000,4.30,19.60,1.00,2.73,2.48,1203537000
272,MTD,Mettler-Toledo International Inc.,31065406170,1454.55,-1.69%,3785520000,1.14,33081962170,40.78,,,1041933000,777861000,35.67,-9.31%,1046079000,1168191000,1002599000,-118243000,-901035000,-18894000,189804000,13.47%,2086747000,-1.70%,3283117000,3441834000,,28.32,1.16,38.83,2.45,192164000
273,DVN,Devon Energy Corporation,30911120000,48.91,1.58%,15031000000,0.62,36210120000,9.33,4.19%,-54.55%,4534000000,3348000000,5.24,-42.92%,4439000000,7100000000,6605000000,-3830000000,-2514000000,262000000,779000000,0.39%,6448000000,-3.44%,24978000000,12637000000,2.54,5.10,2.19,0.95,2.51,-538000000
274,GLW,Corning Incorporated,30709791150,35.85,-1.19%,12385000000,0.44,36712791150,49.79,3.12%,1.82%,847000000,614000000,0.72,-32.08%,1152000000,2517000000,2150000000,-956000000,-943000000,219000000,202000000,79.44%,7368000000,7.55%,27618000000,16059000000,2.74,14.59,1.07,0.56,2.82,1749000000
275,DFS,Discover Financial Services,30527970180,121.82,-1.14%,9915000000,0.07,36559970180,13.84,2.30%,12.00%,2973000000,2202000000,8.80,-40.50%,2895000000,3320000000,8615000000,-19904000000,15569000000,4280000000,693000000,19.76%,20475000000,12.73%,152689000000,137969000000,2.07,11.01,1.43,2.10,1.54,
276,RMD,ResMed Inc.,30434723190,207.17,-2.86%,4584159000,0.67,31364258190,31.82,0.93%,9.09%,1213944000,958378000,6.51,10.90%,1238599000,1455252000,1198582000,-269798000,-914595000,10016000,225490000,158.50%,1167445000,-32.29%,6814562000,2184642000,6.57,21.55,0.64,5.29,8.12,1374441000
277,PPG,"PPG Industries, Inc.",30391200000,129.60,-1.38%,18177000000,0.83,36199200000,21.89,2.01%,4.84%,2125000000,1406000000,5.92,10.65%,2137000000,2703000000,2266000000,-731000000,-1862000000,-245000000,488000000,74.12%,7043000000,-13.14%,21867000000,13741000000,3.83,13.39,1.30,2.09,1.42,1996000000
278,TSCO,Tractor Supply Company,30387326600,281.86,-0.05%,14651350000,1.59,35207663600,27.44,1.56%,9.23%,1497597000,1122305000,10.27,5.66%,1497597000,1897706000,1571887000,-647641000,-850239000,74007000,329560000,82.08%,5084422000,8.09%,9554954000,7430943000,14.31,18.55,0.82,5.27,7.52,1117819000
279,CDW,CDW Corporation,30266429600,225.20,-2.54%,21145600000,1.62,35262429600,28.11,1.10%,7.93%,1653600000,1090300000,8.01,0.38%,1650700000,1918000000,1673300000,-205100000,-943100000,524400000,340200000,27.03%,5799800000,-2.80%,13192800000,11054100000,14.15,18.39,1.09,4.66,4.04,1173700000
280,EXR,Extra Space Storage Inc.,30141171000,142.36,-0.15%,2856733000,0.12,41480588000,32.14,4.55%,-24.55%,1242427000,820006000,4.43,-30.35%,1315822000,1939889000,1586381000,-2013988000,432551000,4944000,23993000,16579.58%,11390233000,50.54%,27480120000,12191142000,2.11,21.38,0.77,3.24,3.63,
281,ADM,Archer-Daniels-Midland Company,30106329820,60.89,0.66%,91710000000,1.67,33183329820,10.65,3.29%,11.76%,3213000000,3042000000,5.72,-28.23%,4477000000,5557000000,6770000000,-2398000000,-5204000000,-842000000,769000000,220.67%,11288000000,-2.27%,54831000000,31599000000,1.30,5.97,0.78,1.25,2.46,3098000000
282,FSLR,"First Solar, Inc.",29988606560,280.16,1.24%,3564424000,0.36,28618111560,29.37,,,1074390000,1024832000,9.54,2346.15%,1132563000,1462286000,904581000,-396192000,269864000,780105000,86304000,,619602000,93.40%,10760582000,3858068000,4.34,19.57,1.37,11.74,2.50,693486000
283,XEL,Xcel Energy Inc.,29860039860,53.74,0.04%,13775000000,0.22,57978039860,16.14,4.08%,5.96%,2587000000,1841000000,3.33,3.10%,2814000000,5318000000,4840000000,-6198000000,1745000000,387000000,-120000000,,28619000000,9.90%,65585000000,47744000000,1.67,10.90,0.37,0.96,2.18,21000000
284,WAB,Westinghouse Air Brake Technologies Corporation,29759677200,168.72,-0.58%,9980000000,0.53,33120677200,32.95,0.47%,15.63%,1402000000,918000000,5.12,42.62%,1428000000,1906000000,1560000000,-479000000,-850000000,222000000,293000000,100.72%,4000000000,-3.94%,18747000000,8243000000,2.84,17.38,1.36,2.58,1.51,1010000000
285,HIG,"The Hartford Financial Services Group, Inc.",29673099150,100.33,-0.94%,25036000000,0.33,33714099150,11.43,1.87%,10.54%,3545000000,2701000000,8.78,51.12%,3545000000,4053000000,4446000000,-2420000000,-1931000000,104000000,624000000,-0.63%,4363000000,0.11%,77710000000,62242000000,1.92,8.32,0.89,1.44,2.46,
286,ROK,"Rockwell Automation, Inc.",29481175800,258.60,-2.11%,8979700000,0.79,33015375800,25.28,1.93%,5.79%,1302000000,1184500000,10.23,-9.95%,1599200000,1887400000,1273600000,-2500000,-1270500000,5700000,276800000,18.89%,4004500000,-5.67%,11367300000,7645300000,8.32,17.49,1.44,6.72,3.04,1027700000
287,VICI,VICI Properties Inc.,29480266800,28.26,-0.14%,3685822000,0.09,45706687800,11.17,5.87%,6.86%,3410923000,2584816000,2.53,72.11%,3397728000,3403128000,2210475000,-1540387000,-451914000,217983000,-5666000,1.60%,16711739000,0.64%,44157873000,18339315000,1.16,13.43,0.92,0.51,3.53,
288,EFX,Equifax Inc.,29235237610,236.51,-1.46%,5352600000,0.44,34659537610,52.67,0.66%,,952900000,557800000,4.49,-5.67%,969300000,1603500000,1218600000,-847500000,-394800000,-31500000,168000000,34.05%,5625300000,-3.06%,12251300000,7539100000,6.41,21.61,1.54,6.59,3.01,154700000
289,ANSS,"ANSYS, Inc.",28641384000,328.08,-0.92%,2227107000,0.32,28420065000,65.75,,,541779000,434568000,4.99,-21.17%,561014000,720727000,739173000,-146088000,-45134000,542820000,77690000,8.49%,849290000,-1.69%,7150414000,1740771000,5.29,39.43,1.16,5.72,3.94,203988000
290,EIX,Edison International,28525587420,74.14,-0.58%,16450000000,0.20,64186587420,32.66,4.21%,5.57%,2252000000,876000000,2.27,3.65%,2730000000,5482000000,4534000000,-5204000000,1119000000,449000000,-18000000,,36653000000,5.79%,83599000000,65984000000,1.88,11.71,0.95,1.10,3.13,1969000000
291,DECK,Deckers Outdoor Corporation,27699581348,1079.14,4.48%,4287763000,1.41,26464409348,37.01,,,927514000,759563000,29.16,50.54%,981505000,1041167000,1033184000,-89331000,-417675000,520256000,219378000,106.80%,266879000,8.27%,3135579000,1028111000,13.14,25.42,1.05,31.62,2.37,275020000
292,AVB,"AvalonBay Communities, Inc.",27335258500,192.25,-1.58%,2806059000,0.14,35045905500,28.61,3.54%,3.40%,858869000,955372000,6.72,-7.82%,1165880000,1990371000,1576816000,-927434000,-601896000,47486000,6571000,,8134197000,-1.10%,20640897000,8925190000,2.33,17.61,0.91,3.05,2.54,
293,TTWO,"Take-Two Interactive Software, Inc.",26871454150,156.79,1.42%,5349600000,0.37,29281454150,,,,-3590600000,-3744200000,-22.01,,-3599200000,-1691000000,-16100000,-28200000,-91400000,-132600000,41400000,,3534000000,1.35%,12216900000,6549000000,4.74,,0.74,3.28,5.20,-1182300000
294,EBAY,eBay Inc.,26767400000,52.90,-2.78%,10158000000,0.48,26741400000,10.54,2.04%,10.64%,2014000000,2638000000,5.02,340.35%,3835000000,4207000000,2200000000,-211000000,-1748000000,230000000,868000000,-12.65%,8087000000,-0.36%,21418000000,15145000000,4.27,6.36,1.31,1.14,3.25,-1389000000
295,CBRE,"CBRE Group, Inc.",26620050240,86.76,-0.85%,32472884000,1.46,31764050240,27.20,,,1246690000,995107000,3.19,-9.12%,1344656000,1963165000,732757000,-1465933000,584963000,-192940000,192964000,-80.99%,6271000000,30.27%,22964000000,13865000000,3.22,16.18,1.44,1.79,3.30,2018000000
296,FTV,Fortive Corporation,26247282240,74.56,-1.75%,6129100000,0.37,29484382240,29.59,0.43%,10.71%,1132400000,899600000,2.52,17.76%,1154400000,1635200000,1435900000,-1908000000,526300000,31800000,119400000,15.82%,3941700000,27.38%,17520100000,7037000000,2.51,18.03,1.20,1.11,1.21,170600000
297,TROW,"T. Rowe Price Group, Inc.",25976489000,116.33,-1.58%,6673100000,0.53,23862089000,13.82,4.26%,1.65%,2055800000,1941000000,8.42,37.81%,2599800000,2858400000,1344700000,177100000,-1202200000,317700000,658800000,-34.72%,302100000,-6.73%,12854000000,2187800000,2.65,8.35,1.41,2.02,5.69,
298,GPN,Global Payments Inc.,25900217500,101.47,-1.26%,9782159000,0.20,41973564500,20.17,0.99%,,1867070000,1310581000,5.03,,2269734000,4165206000,2065532000,-302317000,-1633144000,89971000,259801000,-10.53%,18240963000,0.22%,51774750000,28788605000,1.17,10.08,0.97,2.46,4.67,-338444000
299,WTW,Willis Towers Watson PLC,25623408680,250.63,-1.02%,9580000000,0.33,30380408680,25.34,1.40%,3.61%,1360000000,1042000000,9.89,0.51%,1500000000,2098000000,1235000000,-1098000000,809000000,946000000,213000000,40.79%,6650000000,21.82%,30237000000,20669000000,2.70,14.48,0.76,3.70,1.68,404000000
300,TRGP,Targa Resources Corp.,25610530670,115.51,1.08%,16102200000,0.79,38556630670,23.77,1.95%,45.16%,2428900000,1104700000,4.86,25.91%,2207900000,3553200000,2918200000,-2597900000,-422200000,-101900000,335500000,-71.77%,13056000000,7.20%,20846100000,16268500000,9.47,10.85,2.19,2.06,2.64,-405300000
301,RJF,"Raymond James Financial, Inc.",25607000580,123.54,-1.84%,12091000000,0.15,16194000580,14.94,1.46%,10.63%,2310000000,1772000000,8.27,8.82%,2310000000,2481000000,1180000000,-64000000,-818000000,346000000,533000000,,4293000000,6.92%,81232000000,70253000000,2.33,6.53,1.05,2.08,3.43,
302,CHD,"Church & Dwight Co., Inc.",25469515680,104.16,-2.17%,5941400000,0.69,27326615680,33.07,1.09%,3.97%,1070500000,780100000,3.15,88.62%,1089800000,1317700000,1020500000,-251500000,-623000000,146900000,202600000,-5.09%,2206800000,-8.76%,8561500000,4460800000,6.21,20.74,0.51,1.43,4.91,37500000
303,DOV,Dover Corporation,25215656400,183.48,-0.38%,8453052000,0.75,28228159400,17.63,1.11%,0.99%,1345869000,1460475000,10.41,38.80%,1916054000,2240330000,1261654000,-253223000,-342273000,657528000,322123000,33.19%,3942457000,13.42%,11987033000,6834181000,4.89,12.60,1.25,2.80,2.96,964524000
304,WEC,"WEC Energy Group, Inc.",25177409560,79.72,-1.21%,8685100000,0.20,43729009560,17.37,4.19%,7.13%,2052100000,1446500000,4.59,7.24%,2412600000,3704700000,3085900000,-2726500000,-371300000,-11900000,218200000,,18590500000,3.88%,43927200000,31814500000,2.08,11.80,0.40,1.37,3.02,1070700000
305,FITB,Fifth Third Bancorp,25090770600,36.68,-1.53%,8145000000,0.04,40851770600,11.64,3.82%,6.98%,2929000000,2158000000,3.15,-8.96%,2929000000,3402000000,3574000000,-7354000000,3796000000,16000000,618000000,-42.76%,18557000000,-9.19%,214506000000,195488000000,1.32,12.01,1.26,0.72,4.72,
306,BRO,"Brown & Brown, Inc.",24982107420,87.58,-1.99%,4399200000,0.31,28453107420,26.95,0.59%,12.85%,1431200000,928000000,3.25,33.74%,1407100000,1615800000,962700000,-631800000,-133100000,206400000,287800000,16.92%,4062000000,-1.34%,14806000000,9019000000,4.32,17.61,0.80,1.24,2.09,409000000
307,KEYS,"Keysight Technologies, Inc.",24870738880,142.48,-1.09%,5342000000,0.61,25183738880,26.14,,,1257000000,969000000,5.45,-14.71%,1334000000,1561000000,1370000000,-739000000,-1096000000,-479000000,286000000,9.60%,2058000000,1.83%,9060000000,4243000000,5.16,16.13,1.06,3.81,3.50,867000000
308,WDC,Western Digital Corporation,24861613500,76.14,1.78%,11911000000,0.49,30735613500,,,,-1183000000,-1618000000,-5.06,,-1097000000,-482000000,-728000000,-111000000,525000000,-326000000,59000000,,7768000000,9.83%,23801000000,12804000000,2.46,,1.52,2.45,3.30,2035000000
309,VLTO,Veralto Corporation,24850064336,100.67,-1.49%,,,26641064336,34.36,0.36%,,,,2.93,,,,,,,,,,2618000000,,5708000000,4220000000,16.77,,,1.81,1.25,134000000
310,MTB,M&T Bank Corporation,24831212280,148.82,-1.22%,8772603000,0.04,7237212280,10.06,3.63%,5.00%,4213087000,2465481000,14.79,13.68%,3251938000,3766397000,4085187000,-13208288000,9000605000,-122496000,786457000,11.10%,16245000000,12.36%,215137000000,187968000000,0.91,1.92,0.77,2.77,2.93,
311,DLTR,"Dollar Tree, Inc.",24636438660,113.02,-2.04%,30603800000,1.32,34266138660,,,,-881800000,-998400000,-4.55,,-881900000,-40900000,2684500000,-2107600000,-530000000,45900000,9700000,59.81%,10386900000,2.57%,22023500000,14710400000,3.37,,0.92,2.87,2.62,2191800000
312,AWK,"American Water Works Company, Inc.",24594455520,126.24,-1.55%,4307000000,0.14,37172455520,25.66,2.42%,8.04%,1845000000,959000000,4.92,8.13%,2003000000,2723000000,1971000000,-2987000000,1400000000,384000000,575000000,,13204000000,17.02%,31086000000,21079000000,2.46,13.65,0.62,2.26,2.42,-339000000
313,EQR,Equity Residential,24496750080,64.64,-1.61%,2899694000,0.14,31820341080,26.82,4.18%,4.93%,891055000,914881000,2.41,-0.82%,1190711000,2102161000,1560550000,-317221000,-1265854000,-22525000,1154000,-34.77%,7520151000,-1.40%,19894797000,8322765000,2.21,15.14,0.83,1.05,2.27,
314,NTAP,"NetApp, Inc.",24354549770,118.01,2.02%,6181000000,0.66,23828549770,26.82,1.70%,,1157000000,940000000,4.40,-24.14%,1197000000,1500000000,1307000000,-723000000,-1389000000,-820000000,257000000,14.19%,2391000000,0.13%,9369000000,8375000000,24.50,15.89,1.26,1.94,3.39,-1955000000
315,IFF,International Flavors & Fragrances Inc.,24291540630,95.13,-1.05%,11351000000,0.35,34501540630,,1.68%,-25.31%,-2043000000,-2498000000,-9.77,,-2069000000,-925000000,1411000000,663000000,-1889000000,154000000,77000000,,10949000000,-7.68%,30642000000,16316000000,1.70,,1.22,2.05,3.29,2996000000
316,HPE,Hewlett Packard Enterprise Company,23933000000,18.41,,28081000000,0.49,29343000000,12.70,2.83%,4.17%,2447000000,1911000000,1.45,119.70%,2309000000,4926000000,5321000000,-2787000000,-1318000000,1128000000,179000000,167.28%,12797000000,-1.00%,58602000000,37134000000,1.12,5.96,1.22,0.42,2.85,-4821000000
317,ZBH,"Zimmer Biomet Holdings, Inc.",23932338240,116.33,-0.07%,7452500000,0.35,29335538240,25.23,0.83%,,1216400000,963900000,4.61,115.42%,1198000000,2156500000,1501900000,-824500000,-606900000,62900000,30400000,-7.65%,5796200000,0.11%,21452400000,8846400000,1.90,13.60,1.03,2.00,4.20,2411500000
318,WST,"West Pharmaceutical Services, Inc.",23853962704,327.47,-1.26%,2928600000,0.79,23558762704,43.20,0.24%,5.26%,643500000,568700000,7.58,3.98%,692200000,833500000,756600000,-377200000,-659600000,-284500000,115100000,-5.83%,306600000,-2.48%,3602300000,921700000,8.90,28.26,1.05,9.50,2.14,594100000
319,PHM,"PulteGroup, Inc.",23823334920,113.26,-0.91%,16435098000,1.03,24548434920,9.08,0.71%,20.63%,3523111000,2733089000,12.48,7.96%,3615788000,3698534000,1725181000,-131770000,-1154176000,439235000,882699000,53.09%,2491189000,5.29%,16496230000,5734277000,2.21,6.64,1.57,2.93,2.88,
320,DTE,DTE Energy Company,23383881000,113.00,0.04%,12206000000,0.28,44736881000,18.49,3.61%,7.21%,2108000000,1265000000,6.11,8.14%,2223000000,3867000000,3338000000,-4730000000,1604000000,212000000,140000000,,22093000000,12.77%,45902000000,34724000000,2.09,11.57,0.64,1.74,3.19,752000000
321,IRM,Iron Mountain Incorporated,23304073500,79.50,-0.91%,5642803000,0.33,38345310500,120.45,3.27%,5.09%,926739000,193700000,0.66,-66.67%,846776000,1669023000,1114797000,-1697422000,637864000,45213000,39794000,,15232892000,13.02%,17829556000,17810896000,1257.30,22.97,0.98,1.62,9.32,-366737000
322,BR,"Broadridge Financial Solutions, Inc.",23190461400,196.23,-2.15%,6401600000,0.79,26468761400,33.49,1.63%,10.34%,1030100000,699000000,5.86,25.75%,1025700000,1283700000,1064400000,-107900000,-1053100000,-96000000,185700000,92.70%,3513900000,-13.80%,8215400000,5948200000,10.23,20.62,0.99,3.41,2.45,207100000
323,CAH,"Cardinal Health, Inc.",23077973250,94.75,-1.70%,220572000000,4.91,25213973250,41.74,2.13%,0.99%,996000000,552000000,2.27,32.75%,995000000,1695000000,2543000000,-2221000000,-580000000,-272000000,373000000,-55.59%,5854000000,23.66%,45880000000,49142000000,,14.88,0.72,1.94,4.71,-3103000000
324,NVR,"NVR, Inc.",23042120928,7356.13,-0.81%,9469449000,1.47,21125970928,15.34,,,1974802000,1641528000,479.55,0.90%,1992563000,2009672000,1328929000,-27918000,-1234811000,66200000,323727000,-29.98%,1008643000,-0.52%,6538157000,2193776000,5.30,10.51,1.13,162.43,2.54,
325,ETR,Entergy Corporation,22961633610,107.53,-1.48%,11960981000,0.20,50066789610,10.77,4.20%,5.69%,2393849000,2120882000,9.98,82.12%,2563849000,4855516000,3855877000,-4633258000,101728000,-675653000,-590566000,,28400015000,8.21%,61629856000,47055490000,1.59,10.31,0.69,1.69,1.21,668956000
326,TER,"Teradyne, Inc.",22672145760,145.23,0.85%,2658587000,0.78,22006396760,55.22,0.33%,4.55%,485974000,429417000,2.63,-30.97%,504870000,616270000,573174000,-108802000,-409079000,58195000,71972000,-4.98%,82954000,-30.97%,3410720000,852891000,8.86,35.71,1.50,3.89,1.71,779731000
327,APTV,Aptiv PLC,22616514060,83.13,0.70%,20134000000,0.86,28325514060,7.84,,,1630000000,2981000000,10.61,377.93%,1391000000,2317000000,2149000000,-998000000,-1311000000,-176000000,-1886000000,111.32%,6650000000,-3.24%,23644000000,12225000000,2.03,12.23,1.91,2.18,2.36,2281000000
328,ROL,"Rollins, Inc.",22352056800,46.16,-0.06%,3163612000,1.21,23058285800,51.29,1.30%,18.37%,603410000,441117000,0.90,15.38%,620721000,725281000,555026000,-411770000,-142592000,468000,153289000,16.51%,854917000,150.51%,2658619000,1491123000,19.15,31.79,0.66,0.81,3.59,-218877000
329,FE,FirstEnergy Corp.,22324265640,38.79,-0.46%,12926000000,0.27,45474265640,20.97,4.38%,4.81%,3506000000,1063000000,1.85,156.94%,3720000000,4989000000,1459000000,-3806000000,3056000000,709000000,1491000000,,24515000000,7.87%,51299000000,37686000000,1.80,9.11,0.47,0.54,4.15,-712000000
330,STT,State Street Corporation,22266052690,73.91,-1.96%,11982000000,0.04,-71769947310,13.69,3.73%,9.52%,2255000000,1714000000,5.40,-24.37%,2082000000,2675000000,2708000000,-42926000000,39933000000,-285000000,368000000,-50.54%,34863000000,74.25%,338003000000,313570000000,0.91,,1.54,1.23,1.45,
331,STE,STERIS plc,22074059460,223.39,-2.52%,5407384000,0.49,25387525460,39.19,0.93%,10.64%,816297000,566841000,5.70,,820155000,1393165000,934266000,-869332000,-133364000,-63786000,114433000,67.03%,3509051000,7.89%,11435155000,5007056000,3.44,18.22,0.81,4.65,4.24,1224823000
332,LYV,"Live Nation Entertainment, Inc.",21800408160,94.89,-1.15%,23421212000,1.20,23312281160,90.37,,,940624000,252102000,1.05,47.89%,1033237000,1567443000,1203816000,-806715000,-791338000,-488103000,171801000,-46.11%,8021222000,-4.52%,20030189000,19561002000,,14.87,1.34,2.78,4.52,-6113345000
333,AXON,"Axon Enterprise, Inc.",21749647040,288.20,0.90%,1681084000,0.50,21396312040,84.27,,,154461000,262306000,3.42,80.95%,278836000,323595000,229648000,-88894000,614000,140676000,16530000,84.50%,710441000,0.09%,3616196000,1798181000,11.96,66.12,0.91,7.16,4.22,380457000
334,WY,Weyerhaeuser Company,21695545920,29.76,-1.46%,7589000000,0.44,25895545920,27.05,2.69%,5.65%,1146000000,802000000,1.10,-35.67%,1179000000,1678000000,1431000000,-516000000,-809000000,106000000,96000000,-27.57%,5071000000,0.36%,16756000000,6702000000,2.16,15.43,1.48,0.58,1.86,506000000
335,PTC,PTC Inc.,21501232640,179.56,-1.88%,2242248000,0.36,23441791640,75.13,,,529302000,287833000,2.39,-10.15%,534871000,676035000,657063000,-110256000,-613026000,-71720000,108584000,22.65%,2189530000,3.31%,6205263000,3262131000,7.31,34.68,1.19,3.29,2.62,-73666000
336,HUBB,Hubbell Incorporated,21348774760,397.66,-3.71%,5486600000,0.87,23063874760,29.65,1.23%,8.39%,1018200000,725700000,13.41,32.38%,991800000,1165800000,859300000,-1256500000,355000000,-41500000,218000000,15.98%,2115400000,46.58%,6862100000,3919000000,7.29,19.78,0.96,10.83,3.11,703200000
337,BF.B,Brown-Forman Corporation,21228463458,44.88,-1.92%,4260000000,0.53,24045463458,22.33,1.94%,6.70%,1248000000,965000000,2.01,33.11%,1342000000,1429000000,592000000,8000000,-441000000,162000000,255000000,-21.69%,3406000000,12.48%,8237000000,4992000000,6.54,16.83,0.78,0.96,6.66,2942000000
